NNID,1,2,3,4
NET NAME,VGG16,MobileNet,VGG16,MobileNet
ISOLATED,6150050,1867013,6150050,1867013
PRIORITY,0,2,1,0
DISPATCHED,0,547760,596836,1452781
ESTIMATED,3555583,1419697,3555583,1419697
RUNNED,6149720,1867137,6149845,1866806
WAITED,8016982,1,1818062,12713922
ELAPSED,14166702,1867138,7967907,14580728
SWITCHED,2,1,1,1
SLA,True,True,True,False
PREMA,DYNAMIC
ANTT,3.1022041053266936,STP,2.3339524039464243,FAIRNESS,0.043336376566648314
