NNID,1,2,3,4
NET NAME,Machine Translation,Machine Translation,VGG16,AlexNet
ISOLATED,9911366,9911366,6150050,1697722
PRIORITY,1,2,2,2
DISPATCHED,0,1129555,1129476,1518214
ESTIMATED,1,1,3555583,307188
RUNNED,9911010,9911437,6150437,1697516
WAITED,17759390,1,9911438,15673137
ELAPSED,27670400,9911438,16061875,17370653
SWITCHED,2,1,2,1
SLA,True,True,True,False
HPF,DYNAMIC
ANTT,4.158799859528731,STP,1.8388190054150744,FAIRNESS,0.0909517585431506
