NNID,1,2,3,4
NET NAME,AlexNet,GoogLeNet,GoogLeNet,AlexNet
ISOLATED,6473754,11873594,11873594,6473754
PRIORITY,0,1,0,1
DISPATCHED,0,287619,1475066,1152443
ESTIMATED,1114704,1055492,1055492,1114704
RUNNED,6473373,11873766,11873385,6473547
WAITED,18347313,1,23345621,11008943
ELAPSED,24820686,11873767,35219006,17482490
SWITCHED,1,1,1,1
SLA,True,True,True,True
HPF,STATIC
ANTT,2.6251858231518908,STP,1.968241631720532,FAIRNESS,0.3661226093451108
