NNID,1,2,3,4
NET NAME,MobileNet,AlexNet,AlexNet,AlexNet
ISOLATED,25908758,6473754,6473754,6473754
PRIORITY,0,1,0,0
DISPATCHED,0,166804,1442717,619531
ESTIMATED,5045956,1114704,1114704,1114704
RUNNED,25908630,6473674,6473034,6473548
WAITED,19420256,1,5197762,12493982
ELAPSED,45328886,6473675,11670796,18967530
SWITCHED,1,1,1,1
SLA,True,True,True,True
SJF,STATIC
ANTT,1.8705611879911457,STP,2.4675890365631923,FAIRNESS,0.583193260500397
