NNID,1,2,3,4
NET NAME,VGG16,VGG16,Sentiment Analysis,VGG16
ISOLATED,6150050,6150050,4469462,6150050
PRIORITY,2,1,1,0
DISPATCHED,0,462336,1739605,519237
ESTIMATED,3555583,3555583,1,3555583
RUNNED,6149865,6150358,4469441,6149844
WAITED,4469441,10156971,1,16250428
ELAPSED,10619306,16307329,4469442,22400272
SWITCHED,2,1,1,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,2.2551414004636334,STP,2.230829653082316,FAIRNESS,0.0072216536022881314
