NNID,1,2,3,4
NET NAME,GoogLeNet,Automatic Speech Recognition,MobileNet,MobileNet
ISOLATED,813951,13440293,1867013,1867013
PRIORITY,2,0,1,1
DISPATCHED,0,1276927,604180,1943855
ESTIMATED,291425,1,1419697,1419697
RUNNED,813951,13440087,1866679,1866808
WAITED,0,3270512,209772,736776
ELAPSED,813951,16710599,2076451,2603584
SWITCHED,1,1,1,1
SLA,True,True,True,True
TOKEN,STATIC
ANTT,1.18750439003871,STP,3.420527492995908,FAIRNESS,0.09016601939801755
