NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,VGG16,VGG16
ISOLATED,13464404,25908758,77632498,77632498
PRIORITY,2,0,1,2
DISPATCHED,0,1509498,1637359,217434
ESTIMATED,1,5045956,14014972,14014972
RUNNED,13464404,25908552,77632806,77632804
WAITED,0,167220517,89459850,13246971
ELAPSED,13464404,193129069,167092656,90879775
SWITCHED,1,1,1,1
SLA,True,False,True,True
HPF,DYNAMIC
ANTT,2.944298890531261,STP,2.4529929825182175,FAIRNESS,0.612870707481395
