NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Automatic Speech Recognition,MobileNet,AlexNet
ISOLATED,13464404,13464404,25908758,6473754
PRIORITY,1,1,2,1
DISPATCHED,0,364026,1311165,1020735
ESTIMATED,1,1,5045956,1114704
RUNNED,13464404,13464198,25908552,6473548
WAITED,0,13100379,32090986,25907868
ELAPSED,13464404,26564577,57999538,32381416
SWITCHED,1,1,1,1
SLA,True,True,True,False
SJF,STATIC
ANTT,2.5533773620699067,STP,2.1534837527392243,FAIRNESS,0.14890209412817507
