NNID,1,2,3,4
NET NAME,AlexNet,Sentiment Analysis,Sentiment Analysis,AlexNet
ISOLATED,1697722,4469462,4469462,1697722
PRIORITY,2,0,0,2
DISPATCHED,0,846486,1111294,1643836
ESTIMATED,307188,1,1,307188
RUNNED,1697722,4469256,4469256,1697518
WAITED,0,2548755,6753203,53887
ELAPSED,1697722,7018011,11222459,1751405
SWITCHED,1,1,1,1
SLA,True,True,True,True
PREMA,STATIC
ANTT,1.5281884654679603,STP,3.00446503796772,FAIRNESS,0.06924513167858173
