NNID,1,2,3,4
NET NAME,Machine Translation,VGG16,Machine Translation,Automatic Speech Recognition
ISOLATED,9911366,6150050,9911366,13440293
PRIORITY,1,1,1,1
DISPATCHED,0,1700740,1247334,12570
ESTIMATED,1,3555583,1,1
RUNNED,9911558,6150356,9911161,13439895
WAITED,162430,31561875,22104120,9898989
ELAPSED,10073988,37712231,32015281,23338884
SWITCHED,2,1,1,1
SLA,True,False,True,True
TOKEN,STATIC
ANTT,3.0287680976234848,STP,2.0323935461590543,FAIRNESS,5.759453505470961e-07
