NNID,1,2,3,4
NET NAME,AlexNet,MobileNet,Sentiment Analysis,AlexNet
ISOLATED,6473754,25908758,4489981,6473754
PRIORITY,1,0,1,0
DISPATCHED,0,1834736,1267856,989405
ESTIMATED,1114704,5045956,1,1114704
RUNNED,6473266,25908553,4489750,6473547
WAITED,4489750,9128281,1,35882165
ELAPSED,10963016,35036834,4489751,42355712
SWITCHED,2,1,1,1
SLA,True,True,True,False
PREMA,DYNAMIC
ANTT,2.647100623474908,STP,2.4828742495278124,FAIRNESS,0.001025674345568926
