NNID,1,2,3,4
NET NAME,AlexNet,AlexNet,AlexNet,Sentiment Analysis
ISOLATED,6473754,6473754,6473754,4489981
PRIORITY,1,2,1,2
DISPATCHED,0,1311393,1484326,834392
ESTIMATED,1114704,1114704,1114704,1
RUNNED,6472775,6473548,6473546,4490241
WAITED,4490241,9651624,15952239,1
ELAPSED,10963016,16125172,22425785,4490242
SWITCHED,2,1,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,2.1621188925149815,STP,2.2805937727669736,FAIRNESS,0.22662323643224808
