NNID,1,2,3,4
NET NAME,Sentiment Analysis,MobileNet,VGG16,Sentiment Analysis
ISOLATED,4489981,25908758,77632498,4489981
PRIORITY,2,0,2,1
DISPATCHED,0,1769306,1520207,983214
ESTIMATED,1,5045956,14014972,1
RUNNED,4489981,25908551,77632292,4489778
WAITED,0,7210454,33368104,3506768
ELAPSED,4489981,33119005,111000396,7996546
SWITCHED,1,1,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,1.3722719896121094,STP,3.0431721922192843,FAIRNESS,0.09933612380945143
