NNID,1,2,3,4
NET NAME,VGG16,Sentiment Analysis,MobileNet,Sentiment Analysis
ISOLATED,77632498,4489981,25908758,4489981
PRIORITY,1,0,1,1
DISPATCHED,0,1414762,7861,965453
ESTIMATED,14014972,1,5045956,1
RUNNED,77632597,4489775,25908453,4489777
WAITED,167139,106616066,77624737,102575598
ELAPSED,77799736,111105841,103533190,107065375
SWITCHED,2,1,2,1
SLA,True,False,True,False
TOKEN,DYNAMIC
ANTT,13.397225079846194,STP,1.330444882737086,FAIRNESS,1.3295836738101413e-11
