NNID,1,2,3,4
NET NAME,VGG16,MobileNet,Sentiment Analysis,MobileNet
ISOLATED,77632498,25908758,4489981,25908758
PRIORITY,1,2,1,1
DISPATCHED,0,231009,507613,859604
ESTIMATED,14014972,5045956,1,5045956
RUNNED,77632449,25908649,4489726,25908554
WAITED,56306929,4489727,1,29769781
ELAPSED,133939378,30398376,4489727,55678335
SWITCHED,1,1,1,1
SLA,True,True,True,True
PREMA,STATIC
ANTT,1.511886378864721,STP,2.8973023503972533,FAIRNESS,0.10999645539717005
