NNID,1,2,3,4
NET NAME,AlexNet,AlexNet,GoogLeNet,GoogLeNet
ISOLATED,6473754,6473754,11873594,11873594
PRIORITY,1,0,0,2
DISPATCHED,0,1342792,1042271,1511081
ESTIMATED,1114704,1114704,1055492,1055492
RUNNED,6473447,6473545,11873385,11873694
WAITED,63919,17004350,23778416,4962367
ELAPSED,6537366,23477895,35651801,16836061
SWITCHED,2,1,1,2
SLA,True,True,True,True
TOKEN,DYNAMIC
ANTT,2.26425190656597,STP,2.304298796088675,FAIRNESS,0.0018569750441471415
