NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Machine Translation,VGG16,Automatic Speech Recognition
ISOLATED,13440293,9911366,6150050,13440293
PRIORITY,2,0,1,0
DISPATCHED,0,726262,212116,1934790
ESTIMATED,1,1,3555583,1
RUNNED,13440293,9911160,6149845,13440086
WAITED,0,18863877,13228178,27566509
ELAPSED,13440293,28775037,19378023,41006595
SWITCHED,1,1,1,1
SLA,True,True,True,True
HPF,STATIC
ANTT,2.5262820248795306,STP,1.9895749264063194,FAIRNESS,0.30713570149697006
