NNID,1,2,3,4
NET NAME,Sentiment Analysis,Sentiment Analysis,AlexNet,Sentiment Analysis
ISOLATED,4469462,4469462,1697722,4469462
PRIORITY,0,1,0,1
DISPATCHED,0,1325108,1912707,163050
ESTIMATED,1,1,307188,1
RUNNED,4469172,4469256,1697518,4469546
WAITED,8938802,3307489,11495268,1
ELAPSED,13407974,7776745,13192786,4469547
SWITCHED,2,1,1,1
SLA,True,True,False,True
TOKEN,DYNAMIC
ANTT,3.377693891107514,STP,2.036731619166151,FAIRNESS,8.454634386342285e-09
