NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,Automatic Speech Recognition,Sentiment Analysis
ISOLATED,13464275,25908806,13464275,4489906
PRIORITY,2,1,0,1
DISPATCHED,0,617630,1334721,404309
ESTIMATED,1,5045956,1,1
RUNNED,13464404,25908553,13464198,4489777
WAITED,0,30800750,12129684,26524294
ELAPSED,13464404,56709303,25593882,31014071
SWITCHED,1,1,1,1
SLA,True,True,True,False
"algo_str, mecha_str"
ANTT,2.999299310396763,STP,2.1277048221917267,FAIRNESS,0.09172979170159479
