NNID,1,2,3,4
NET NAME,AlexNet,Automatic Speech Recognition,VGG16,MobileNet
ISOLATED,6473174,13464275,77632839,25908806
PRIORITY,1,2,0,2
DISPATCHED,0,588872,173528,1553983
ESTIMATED,307188,1,3555583,1419697
RUNNED,1697916,8039030,6150356,1866808
WAITED,111128,1109045,11430227,8182964
ELAPSED,1809044,9148075,17580583,10049772
SWITCHED,2,2,1,1
SLA,True,True,True,True
TOKEN,DYNAMIC
ANTT,0.3933123218015916,STP,12.043921880574821,FAIRNESS,2.420384551772833e-09
