NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,MobileNet,GoogLeNet
ISOLATED,13464275,25908806,25908806,11872941
PRIORITY,1,0,1,0
DISPATCHED,0,1614039,1316426,521087
ESTIMATED,1,1419697,1419697,291425
RUNNED,13727618,1866808,1866762,814258
WAITED,83574,13980342,12411193,16940102
ELAPSED,13811192,15847150,14277955,17754360
SWITCHED,2,1,2,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,0.9209662891207961,STP,5.093136260612631,FAIRNESS,7.510357701332576e-08
