NNID,1,2,3,4
NET NAME,VGG16,MobileNet,Sentiment Analysis,GoogLeNet
ISOLATED,77632839,25908806,4489906,11872941
PRIORITY,1,2,2,0
DISPATCHED,0,363207,1552604,662924
ESTIMATED,3555583,1419697,1,291425
RUNNED,6121247,1883254,4801816,814039
WAITED,7499109,4315529,6672397,1787077
ELAPSED,13620356,6198783,11474213,2601116
SWITCHED,33,13,28,5
SLA,True,True,True,True
RRB,DYNAMIC
ANTT,0.7973341386200691,STP,14.835286450898838,FAIRNESS,0.009525181122737186
