NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,AlexNet,AlexNet,VGG16
ISOLATED,13464275,6473174,6473174,77632839
PRIORITY,0,2,1,2
DISPATCHED,0,1650795,1773701,1225155
ESTIMATED,1,307188,307188,3555583
RUNNED,9451110,1697518,1697516,6149939
WAITED,9544973,5724300,7298912,1
ELAPSED,18996083,7421818,8996428,6149940
SWITCHED,2,1,1,1
SLA,True,True,True,True
TOKEN,DYNAMIC
ANTT,1.0066051968543202,STP,14.923850033408723,FAIRNESS,0.00043935187563424815
