NNID,1,2,3,4
NET NAME,Machine Translation,Automatic Speech Recognition,Automatic Speech Recognition,GoogLeNet
ISOLATED,10717761,13464275,13464275,11872941
PRIORITY,1,0,2,1
DISPATCHED,0,814368,675630,549998
ESTIMATED,1,1,1,291425
RUNNED,7397470,9450871,9451196,814258
WAITED,9451196,16848557,1,16298669
ELAPSED,16848666,26299428,9451197,17112927
SWITCHED,2,1,1,1
SLA,True,True,True,True
HPF,DYNAMIC
ANTT,1.4171479259536863,STP,3.266490119118229,FAIRNESS,0.30918397602617603
