NNID,1,2,3,4
NET NAME,Machine Translation,MobileNet,AlexNet,Sentiment Analysis
ISOLATED,10717761,25908806,6473174,4489906
PRIORITY,1,0,2,0
DISPATCHED,0,434388,1275191,1344500
ESTIMATED,1,5045956,1114704,1
RUNNED,5636860,25909718,6469559,2597253
WAITED,12962674,14269285,13894310,7405501
ELAPSED,18599534,40179003,20363869,10002754
SWITCHED,33,42,38,15
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,2.1649742344527283,STP,1.9878150449545533,FAIRNESS,0.05477296284488584
