NNID,1,2,3,4
NET NAME,GoogLeNet,Automatic Speech Recognition,VGG16,MobileNet
ISOLATED,11872941,13464275,77632839,25908806
PRIORITY,2,1,1,0
DISPATCHED,0,173334,1328559,613027
ESTIMATED,291425,1,3555583,1419697
RUNNED,813951,10657448,6149845,1866807
WAITED,0,640618,10142841,17008218
ELAPSED,813951,11298066,16292686,18875025
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.4615139201924824,STP,21.91607248181928,FAIRNESS,1.132659101040089e-08
