NNID,1,2,3,4
NET NAME,GoogLeNet,GoogLeNet,Machine Translation,GoogLeNet
ISOLATED,11872941,11872941,10717761,11872941
PRIORITY,1,1,1,0
DISPATCHED,0,20725,398549,1378515
ESTIMATED,1055492,1055492,1,1055492
RUNNED,11873594,11873896,10414412,11872875
WAITED,0,11852870,23348942,32783388
ELAPSED,11873594,23726766,33763354,44656263
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,2.4774622693467716,STP,2.0836595659959465,FAIRNESS,0.31745514578450074
