NNID,1,2,3,4
NET NAME,Machine Translation,Sentiment Analysis,VGG16,Machine Translation
ISOLATED,10717761,4489906,77632839,10717761
PRIORITY,1,2,0,0
DISPATCHED,0,492711,1144546,213947
ESTIMATED,1,1,3555583,1
RUNNED,12425066,5577336,6149844,12424860
WAITED,0,11932356,29282717,17788456
ELAPSED,12425066,17509692,35432561,30213316
SWITCHED,1,1,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,2.083623568160127,STP,3.664755015975551,FAIRNESS,0.0130038906122598
