NNID,1,2,3,4
NET NAME,MobileNet,Automatic Speech Recognition,VGG16,VGG16
ISOLATED,25908806,13464275,77632839,77632839
PRIORITY,2,0,1,2
DISPATCHED,0,974361,439881,642644
ESTIMATED,5045956,1,14014972,14014972
RUNNED,25944579,3860552,77582981,77631704
WAITED,54928027,11550001,106890251,106745469
ELAPSED,80872606,15410553,184473232,184377173
SWITCHED,124,23,298,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,2.2543001634423687,STP,2.035960274076592,FAIRNESS,0.04074165829757615
