NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,GoogLeNet,GoogLeNet,MobileNet
ISOLATED,13464275,11872941,11872941,25908806
PRIORITY,0,0,2,1
DISPATCHED,0,131468,938281,910159
ESTIMATED,1,291425,291425,1419697
RUNNED,14893000,814259,813947,1867100
WAITED,2681047,17442580,1,813948
ELAPSED,17574047,18256839,813948,2681048
SWITCHED,2,1,1,2
SLA,True,True,True,True
HPF,DYNAMIC
ANTT,0.7537387494198053,STP,25.667014224664094,FAIRNESS,0.2018883083357538
