NNID,1,2,3,4
NET NAME,MobileNet,AlexNet,GoogLeNet,Sentiment Analysis
ISOLATED,25908806,6473174,11872941,4489906
PRIORITY,1,0,2,2
DISPATCHED,0,1492032,1682578,1566383
ESTIMATED,1419697,307188,291425,1
RUNNED,1866874,1697517,814258,3693613
WAITED,4507871,4882714,3577419,1
ELAPSED,6374745,6580231,4391677,3693614
SWITCHED,2,1,1,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,0.613780507036933,STP,8.967115273421271,FAIRNESS,0.13571472038262158
