NNID,1,2,3,4
NET NAME,GoogLeNet,MobileNet,MobileNet,AlexNet
ISOLATED,11872941,25908806,25908806,6473174
PRIORITY,0,2,2,1
DISPATCHED,0,237169,1549666,1965831
ESTIMATED,291425,1419697,1419697,307188
RUNNED,813951,1866488,1866809,1697195
WAITED,0,2273978,2827969,1
ELAPSED,813951,4140466,4694778,1697196
SWITCHED,1,2,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.1679393620139401,STP,30.176945852679786,FAIRNESS,0.04203681275705701
