NNID,1,2,3,4
NET NAME,Machine Translation,Machine Translation,AlexNet,MobileNet
ISOLATED,10717761,10717761,6473174,25908806
PRIORITY,2,0,0,0
DISPATCHED,0,514220,847674,152210
ESTIMATED,1,1,307188,1419697
RUNNED,11922326,11922120,1697518,1866807
WAITED,0,11408107,22996773,25389755
ELAPSED,11922326,23330227,24694291,27256562
SWITCHED,1,1,1,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,2.039014141626679,STP,2.571044758151178,FAIRNESS,0.10508101091940943
