NNID,1,2,3,4
NET NAME,Machine Translation,AlexNet,VGG16,Machine Translation
ISOLATED,10717761,6473174,77632839,10717761
PRIORITY,2,1,1,2
DISPATCHED,0,905068,1783480,976762
ESTIMATED,1,307188,3555583,1
RUNNED,3878417,1697586,6150356,3878281
WAITED,1697586,1,7670805,4599242
ELAPSED,5576003,1697587,13821161,8477523
SWITCHED,2,1,1,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,0.4378797683029334,STP,12.616495560288838,FAIRNESS,0.02424778934199914
