NNID,1,2,3,4
NET NAME,MobileNet,Automatic Speech Recognition,MobileNet,GoogLeNet
ISOLATED,25908806,13464275,25908806,11872941
PRIORITY,0,1,1,0
DISPATCHED,0,338798,1215510,1606840
ESTIMATED,1419697,1,1419697,291425
RUNNED,1866512,12028812,1866808,813745
WAITED,13895620,1,11152101,14155293
ELAPSED,15762132,12028813,13018909,14969038
SWITCHED,2,1,1,1
SLA,True,True,True,True
TOKEN,DYNAMIC
ANTT,0.8162539843498635,STP,5.546329722942523,FAIRNESS,0.04634272918133349
