NNID,1,2,3,4
NET NAME,VGG16,Automatic Speech Recognition,GoogLeNet,Automatic Speech Recognition
ISOLATED,77632839,13464275,11872941,13464275
PRIORITY,2,2,0,2
DISPATCHED,0,715856,246216,1404816
ESTIMATED,3555583,1,291425,1
RUNNED,6149821,9245674,814486,9245799
WAITED,19305959,344847,1,8901561
ELAPSED,25455780,9590521,814487,18147360
SWITCHED,2,1,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.6141523565119593,STP,19.772771093578356,FAIRNESS,0.0056552636468582065
