NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,AlexNet,Sentiment Analysis,VGG16
ISOLATED,13464275,6473174,4489906,77632839
PRIORITY,0,1,1,1
DISPATCHED,0,263258,1581637,1312565
ESTIMATED,1,307188,1,3555583
RUNNED,8080351,1696973,3028901,6149845
WAITED,4725874,3028902,1,11493661
ELAPSED,12806225,4725875,3028902,17643506
SWITCHED,2,2,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.6457670262847351,STP,8.303549822944198,FAIRNESS,0.31129666775133574
