NNID,1,2,3,4
NET NAME,AlexNet,GoogLeNet,Machine Translation,GoogLeNet
ISOLATED,6473174,11872941,10717761,11872941
PRIORITY,0,2,1,2
DISPATCHED,0,787580,1331437,140988
ESTIMATED,307188,291425,1,291425
RUNNED,1697430,814644,11419254,814038
WAITED,13047936,167447,438234,1
ELAPSED,14745366,982091,11857488,814039
SWITCHED,2,1,1,1
SLA,True,True,True,True
TOKEN,DYNAMIC
ANTT,0.8838845758695582,STP,28.01755319873633,FAIRNESS,0.09671746155851102
