NNID,1,2,3,4
NET NAME,VGG16,Machine Translation,Machine Translation,AlexNet
ISOLATED,77632839,10717761,10717761,6473174
PRIORITY,0,0,0,2
DISPATCHED,0,0,0,0
ESTIMATED,3555583,1,1,307188
RUNNED,6149844,2370265,2370061,1697518
WAITED,6437844,0,2370265,4740326
ELAPSED,12587688,2370265,4740326,6437844
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.4550314786219205,STP,13.95558262423262,FAIRNESS,0.01811485342593712
