NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Machine Translation,VGG16,Machine Translation
ISOLATED,13464275,10717761,77632839,10717761
PRIORITY,1,2,0,2
DISPATCHED,0,423445,1521137,1811596
ESTIMATED,1,1,3555583,1
RUNNED,10862487,8403435,6149844,8402940
WAITED,101555,10439043,26147726,17454327
ELAPSED,10964042,18842478,32297570,25857267
SWITCHED,2,2,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.350239828366955,STP,4.615019169978616,FAIRNESS,4.9495582685609574e-11
