NNID,1,2,3,4
NET NAME,Sentiment Analysis,Automatic Speech Recognition,MobileNet,Machine Translation
ISOLATED,4489906,13464275,25908806,10717761
PRIORITY,0,0,1,1
DISPATCHED,0,325781,792849,546332
ESTIMATED,1,1,1419697,1
RUNNED,1255812,2433158,1867262,2621194
WAITED,4488456,5418488,1,1867263
ELAPSED,5744268,7851646,1867263,4488457
SWITCHED,2,1,1,2
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.588344442939849,STP,18.759601709973538,FAIRNESS,0.16899813124776192
