NNID,1,2,3,4
NET NAME,GoogLeNet,Machine Translation,MobileNet,AlexNet
ISOLATED,11872941,10717761,25908806,6473174
PRIORITY,1,1,0,2
DISPATCHED,0,1655641,327751,1625099
ESTIMATED,1055492,1,5045956,1114704
RUNNED,11872806,12173490,25908554,6474332
WAITED,30542,16691498,30192878,10247708
ELAPSED,11903348,28864988,56101432,16722040
SWITCHED,2,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,2.111094550393864,STP,2.217677209328585,FAIRNESS,4.0490138097185255e-10
