NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Sentiment Analysis,AlexNet,GoogLeNet
ISOLATED,13464275,4489906,6473174,11872941
PRIORITY,1,1,0,2
DISPATCHED,0,1977702,445244,832622
ESTIMATED,1,1,307188,291425
RUNNED,10657469,3693472,1697004,814571
WAITED,42378,9494339,14720269,9824848
ELAPSED,10699847,13187811,16417273,10639419
SWITCHED,2,1,1,2
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.7910513116087732,STP,3.10904953017473,FAIRNESS,1.819265392840097e-09
