NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Sentiment Analysis,VGG16,Machine Translation
ISOLATED,13464275,4489906,77632839,10717761
PRIORITY,1,0,0,2
DISPATCHED,0,0,0,0
ESTIMATED,1,1,3555583,1
RUNNED,16509879,5577337,6150356,12425066
WAITED,12425066,28934945,34512282,0
ELAPSED,28934945,34512282,40662638,12425066
SWITCHED,1,1,1,1
SLA,True,False,True,True
"algo_str, mecha_str"
ANTT,2.87968309617553,STP,3.3672103451842306,FAIRNESS,0.05020106565279181
