NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,AlexNet,Automatic Speech Recognition
ISOLATED,13464275,25908806,6473174,13464275
PRIORITY,0,1,1,2
DISPATCHED,0,115053,531844,1935531
ESTIMATED,1,5045956,1114704,1
RUNNED,10885040,25908553,6473547,10884834
WAITED,0,10769988,36261750,41331610
ELAPSED,10885040,36678541,42735297,52216444
SWITCHED,1,1,1,1
SLA,True,True,False,True
"algo_str, mecha_str"
ANTT,3.176043076638405,STP,2.352653763206682,FAIRNESS,0.023162222400454707
