NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,GoogLeNet,VGG16
ISOLATED,13464275,25908806,11872941,77632839
PRIORITY,0,1,0,2
DISPATCHED,0,0,0,0
ESTIMATED,1,1419697,291425,3555583
RUNNED,10903814,1866946,814259,6149912
WAITED,8016858,175000,18920672,1866946
ELAPSED,18920672,2041946,19734931,8016858
SWITCHED,1,1,1,2
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.8123765600346516,STP,23.685228128819908,FAIRNESS,0.10675899259669756
