NNID,1,2,3,4
NET NAME,Sentiment Analysis,Sentiment Analysis,GoogLeNet,AlexNet
ISOLATED,4489906,4489906,11872941,6473174
PRIORITY,0,2,2,0
DISPATCHED,0,717850,62424,1538305
ESTIMATED,1,1,291425,307188
RUNNED,4579786,4579929,812963,1694688
WAITED,6845956,6369588,2045456,3711696
ELAPSED,11425742,10949517,2858419,5406384
SWITCHED,14,1,7,10
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.5148518131645001,STP,6.154013766636292,FAIRNESS,0.03805304241648112
