NNID,1,2,3,4
NET NAME,Sentiment Analysis,MobileNet,Machine Translation,Machine Translation
ISOLATED,4489906,25908806,10717761,10717761
PRIORITY,1,1,2,2
DISPATCHED,0,0,0,0
ESTIMATED,1,1419697,1,1
RUNNED,3250506,1866808,7146158,7146090
WAITED,175000,17542754,3250506,10396664
ELAPSED,3425506,19409562,10396664,17542754
SWITCHED,1,1,2,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.0297293979082012,STP,4.28741085073912,FAIRNESS,1.9386897642296822e-07
