NNID,1,2,3,4
NET NAME,MobileNet,MobileNet,Automatic Speech Recognition,GoogLeNet
ISOLATED,25908806,25908806,13464275,11872941
PRIORITY,0,1,0,0
DISPATCHED,0,335232,1898403,1147148
ESTIMATED,1419697,1419697,1,291425
RUNNED,1866760,1866807,14852279,813969
WAITED,15666248,17197777,1,14852280
ELAPSED,17533008,19064584,14852280,15666249
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.9587835044903765,STP,4.50113138133401,FAIRNESS,0.30655460407633334
