NNID,1,2,3,4
NET NAME,MobileNet,Sentiment Analysis,Automatic Speech Recognition,AlexNet
ISOLATED,25908806,4489906,13464275,6473174
PRIORITY,1,2,1,2
DISPATCHED,0,729774,1661502,706520
ESTIMATED,5045956,1,1,1114704
RUNNED,25908672,3821768,10884834,6473716
WAITED,21180318,1,2890041,14706603
ELAPSED,47088990,3821769,13774875,21180319
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.7409410040883437,STP,3.0081072586171853,FAIRNESS,6.793458945942257e-07
