NNID,1,2,3,4
NET NAME,VGG16,VGG16,Machine Translation,Sentiment Analysis
ISOLATED,77632839,77632839,10717761,4489906
PRIORITY,0,0,0,2
DISPATCHED,0,1255966,1940651,1522966
ESTIMATED,3555583,3555583,1,1
RUNNED,6149714,6149844,5889240,2696664
WAITED,2696664,7590413,13055572,1
ELAPSED,8846378,13740257,18944812,2696665
SWITCHED,2,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.6647892472992034,STP,16.656412593192094,FAIRNESS,0.0011095175190387377
