NNID,1,2,3,4
NET NAME,AlexNet,AlexNet,Machine Translation,VGG16
ISOLATED,6473174,6473174,10717761,77632839
PRIORITY,2,2,0,2
DISPATCHED,0,1868430,1773713,49567
ESTIMATED,307188,307188,1,3555583
RUNNED,1697722,1697126,9157049,6149724
WAITED,0,1,7770860,3345282
ELAPSED,1697722,1697127,16927909,9495006
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.5565453349857304,STP,16.4363713792509,FAIRNESS,0.1360603636275087
