NNID,1,2,3,4
NET NAME,VGG16,GoogLeNet,GoogLeNet,MobileNet
ISOLATED,77632839,11872941,11872941,25908806
PRIORITY,2,0,2,1
DISPATCHED,0,0,0,0
ESTIMATED,3555583,291425,291425,1419697
RUNNED,6150342,814106,814039,1867145
WAITED,3495290,2275000,2450000,3675000
ELAPSED,9645632,3089106,3264039,5542145
SWITCHED,14,5,5,11
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.21831274235035206,STP,20.20435408538448,FAIRNESS,0.10515621902802019
