NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,VGG16,MobileNet,GoogLeNet
ISOLATED,13464275,77632839,25908806,11872941
PRIORITY,1,2,0,2
DISPATCHED,0,1375068,1706857,1822212
ESTIMATED,1,3555583,1419697,291425
RUNNED,6422363,6150665,1866808,814426
WAITED,839358,5861722,11680598,1
ELAPSED,7261721,12012387,13547406,814427
SWITCHED,3,2,1,1
SLA,True,True,True,True
PREMA,DYNAMIC
ANTT,0.3213872801639416,STP,24.80760629960475,FAIRNESS,0.13628081869324798
