NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,GoogLeNet,AlexNet,Machine Translation
ISOLATED,13464275,11872941,6473174,10717761
PRIORITY,2,1,1,0
DISPATCHED,0,489439,215050,1899661
ESTIMATED,1,291425,307188,1
RUNNED,16304885,814258,1697005,12173362
WAITED,0,17512452,16089836,16916488
ELAPSED,16304885,18326710,17786841,29089850
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,2.0541232628875656,STP,2.2059976249492235,FAIRNESS,0.24903485614659213
