NNID,1,2,3,4
NET NAME,Sentiment Analysis,AlexNet,VGG16,Automatic Speech Recognition
ISOLATED,4489906,6473174,77632839,13464275
PRIORITY,2,2,2,2
DISPATCHED,0,236745,1941894,1612663
ESTIMATED,1,307188,3555583,1
RUNNED,5577542,1697517,6150358,16509879
WAITED,0,21850677,21843045,3964880
ELAPSED,5577542,23548194,27993403,20474759
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.690328242798845,STP,4.510746100506127,FAIRNESS,0.09912196524594558
