NNID,1,2,3,4
NET NAME,Sentiment Analysis,AlexNet,Sentiment Analysis,Machine Translation
ISOLATED,4489906,6473174,4489906,10717761
PRIORITY,0,0,1,0
DISPATCHED,0,0,0,0
ESTIMATED,1,307188,1,1
RUNNED,4912554,1697518,4912628,10916640
WAITED,4912628,9825182,175000,11522700
ELAPSED,9825182,11522700,5087628,22439340
SWITCHED,2,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.7987842316779656,STP,2.3789024549455573,FAIRNESS,1.339818318388067e-07
