NNID,1,2,3,4
NET NAME,AlexNet,Automatic Speech Recognition,GoogLeNet,AlexNet
ISOLATED,6473174,13464275,11872941,6473174
PRIORITY,2,1,1,1
DISPATCHED,0,0,0,0
ESTIMATED,307188,1,291425,307188
RUNNED,1697055,13689069,814039,1695022
WAITED,4139039,4206116,2450000,4375000
ELAPSED,5836094,17895185,3264039,6070022
SWITCHED,11,12,5,10
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.8608254039924383,STP,6.565475205584383,FAIRNESS,0.10164143259003629
