NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,GoogLeNet,Automatic Speech Recognition,VGG16
ISOLATED,13464275,11872941,13464275,77632839
PRIORITY,1,0,2,1
DISPATCHED,0,0,0,0
ESTIMATED,1,291425,1,3555583
RUNNED,3844936,813746,3845140,6149844
WAITED,3845140,13839920,0,7690076
ELAPSED,7690076,14653666,3845140,13839920
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.5673021415792223,STP,11.672076747587152,FAIRNESS,0.20808351380087253
