NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,Automatic Speech Recognition,MobileNet,Automatic Speech Recognition
ISOLATED,13464275,13464275,25908806,13464275
PRIORITY,2,1,0,0
DISPATCHED,0,0,0,0
ESTIMATED,1,1,1419697,1
RUNNED,7793189,7792983,1866808,7792982
WAITED,0,7793189,15586172,17452980
ELAPSED,7793189,15586172,17452980,25245962
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.0712659739515111,STP,4.609373743873364,FAIRNESS,0.12931456608675895
