NNID,1,2,3,4
NET NAME,GoogLeNet,VGG16,Sentiment Analysis,Machine Translation
ISOLATED,11872941,77632839,4489906,10717761
PRIORITY,1,2,1,0
DISPATCHED,0,570980,1019829,344912
ESTIMATED,291425,3555583,1,1
RUNNED,814435,6149717,1477661,3123979
WAITED,4601640,4845096,1,1477662
ELAPSED,5416075,10994813,1477662,4601641
SWITCHED,2,1,1,2
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.3390625526630207,STP,14.620664823488081,FAIRNESS,0.3137336129613148
