NNID,1,2,3,4
NET NAME,Machine Translation,GoogLeNet,AlexNet,AlexNet
ISOLATED,10717761,11872941,6473174,6473174
PRIORITY,2,0,1,1
DISPATCHED,0,787231,759096,1531335
ESTIMATED,1,291425,307188,307188
RUNNED,6643556,813745,1697518,1696877
WAITED,0,7553844,5884461,7623485
ELAPSED,6643556,8367589,7581979,9320362
SWITCHED,1,1,1,1
SLA,True,True,True,True
FCFS,DYNAMIC
ANTT,0.9839404886240326,STP,4.580454287403458,FAIRNESS,0.12632897994121367
