NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,AlexNet,Sentiment Analysis,MobileNet
ISOLATED,13464275,6473174,4489906,25908806
PRIORITY,1,2,2,1
DISPATCHED,0,186412,1382962,467401
ESTIMATED,1,1114704,1,5045956
RUNNED,15164472,6473560,5269024,25908554
WAITED,11742584,1,5277011,26439656
ELAPSED,26907056,6473561,10546035,52348210
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.841943720844239,STP,2.4210151773819875,FAIRNESS,0.2836024609242959
