NNID,1,2,3,4
NET NAME,Machine Translation,GoogLeNet,MobileNet,VGG16
ISOLATED,10717761,11872941,25908806,77632839
PRIORITY,1,0,1,0
DISPATCHED,0,655206,607144,456752
ESTIMATED,1,291425,1419697,3555583
RUNNED,8904258,814864,1866896,6151164
WAITED,8832924,2319795,4594795,9055207
ELAPSED,17737182,3134659,6461691,15206371
SWITCHED,40,5,12,37
SLA,True,True,True,True
RRB,DYNAMIC
ANTT,0.5910568570719041,STP,13.506773152392912,FAIRNESS,0.039452843059314326
